序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
3459,000066,中国长城,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:3,500万元至7,000万元,同比上年增长:95.27%至97.63%。",-52500000.0,96.45,"1.本报告期内,公司锚定主责主业战略方向,精准把握市场机遇窗口,持续优化业务结构与产品矩阵,实现营业收入稳步增长,带动毛利同比提升,推动公司业务稳定发展。同时,公司进一步提升资源使用效率,持续优化资产结构和资源配置,剥离非核心资产取得较高的投资处置收益。预计公司2025年度归属于上市公司股东的净利润同比实现大幅度减亏。2.根据公司业务发展情况,按照企业会计准则及公司会计政策等相关规定,基于谨慎性原则,公司对各类资产进行了全面检查和减值测试,计提各项资产减值准备。3.本报告期内,公司预计归属于上市公司股东的非经常性损益金额约为59,500万元-67,000万元,主要是非流动资产处置收益和政府补助收入等。",减亏,-1478510000.0,2026-01-20
3460,920445,龙竹科技,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:2,450万元至2,600万元,同比上年增长:49.97%至59.15%。",25250000.0,54.56,"报告期内,预计归属于上市公司股东的净利润同比大幅增长,主要原因系:1、报告期内,公司加大市场拓展,跨境电商业务增长较快,传统B端业务稳步增长,实现销售收入约3.75亿元,同比增长17%;2、报告期内,公司加强精益管理,不断提升管理运营效率,整体毛利率提升约2个百分点。",预增,16336400.0,2026-01-19
3461,920119,美德乐,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:27,000万元至30,000万元,同比上年增长:28.11%至42.34%。",285000000.0,35.225,"2025年以来,新能源行业受新能源汽车和储能市场双重驱动,市场需求快速增长,公司与主要客户的合作持续深化,新客户开拓亦取得了一定成效。预计公司2025年度的营业收入及净利润较2024年度将实现增长。",略增,210757800.0,2026-01-19
3462,920119,美德乐,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:26,000万元至29,000万元,同比上年增长:29.02%至43.9%。",275000000.0,36.46,"2025年以来,新能源行业受新能源汽车和储能市场双重驱动,市场需求快速增长,公司与主要客户的合作持续深化,新客户开拓亦取得了一定成效。预计公司2025年度的营业收入及净利润较2024年度将实现增长。",略增,201525500.0,2026-01-19
3463,920119,美德乐,营业收入,"预计2025年1-12月营业收入:130,000万元至140,000万元,同比上年增长:14.26%至23.05%。",1350000000.0,18.655,"2025年以来,新能源行业受新能源汽车和储能市场双重驱动,市场需求快速增长,公司与主要客户的合作持续深化,新客户开拓亦取得了一定成效。预计公司2025年度的营业收入及净利润较2024年度将实现增长。",略增,1137724600.0,2026-01-19
3464,920077,吉林碳谷,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:18,000万元至22,000万元,同比上年增长:92.81%至135.66%。",200000000.0,114.235,"公司有效地应对了前期碳纤维行业阶段性调整的影响,随着碳纤维市场逐步回暖,公司通过持续创新与技术攻关,提升了产品品质,使其稳定性和性能进一步增强,有效满足了客户需求。公司碳纤维原丝赢得市场广泛认可,销量实现持续增长,因此报告期内公司业绩预计较上年同期增长92.81%-135.66%。",预增,93355900.0,2026-01-19
3465,688308,欧科亿,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:6,200万元至7,500万元,同比上年增长:135.83%至185.28%,同比上年增长3,571.02万元至4,871.02万元。",68500000.0,160.555,"报告期内,随着制造业转型升级加速及高端制造业快速发展,数控刀具作为精密加工的核心工具,市场需求持续攀升。2025年,硬质合金刀具的主要原材料碳化钨及钴粉价格均大幅上涨,硬质合金刀具产品价格也快速提价,公司作为硬质合金刀具头部企业,具有资金优势和规模效应优势,实现量价齐升。2025年,公司数控刀片项目完成产品结构升级,2025年下半年数控刀片产能利用率大幅提升;同时,公司数控刀具产业园项目产能释放速度高于预期。",预增,26289800.0,2026-01-19
3466,688308,欧科亿,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:9,600万元至11,000万元,同比上年增长:67.53%至91.96%,同比上年增长3,869.76万元至5,269.76万元。",103000000.0,79.745,"报告期内,随着制造业转型升级加速及高端制造业快速发展,数控刀具作为精密加工的核心工具,市场需求持续攀升。2025年,硬质合金刀具的主要原材料碳化钨及钴粉价格均大幅上涨,硬质合金刀具产品价格也快速提价,公司作为硬质合金刀具头部企业,具有资金优势和规模效应优势,实现量价齐升。2025年,公司数控刀片项目完成产品结构升级,2025年下半年数控刀片产能利用率大幅提升;同时,公司数控刀具产业园项目产能释放速度高于预期。",预增,57302400.0,2026-01-19
3467,603937,丽岛新材,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:2,600万元至3,600万元。",-31000000.0,9.43,"1、报告期内,子公司丽岛新能源(安徽)有限公司投资项目产能处于爬坡期,由于目前产销规模相对较小,产品单位成本较高,导致安徽子公司经营亏损,对净利润有影响。2、报告期内,公司计提资产减值损失等,影响本期净利润。3、报告期内,受宏观经济及相关市场竞争加剧影响,公司加工费有所下滑,影响本期净利润。4、报告期内,公司可转换债券产生利息费用,影响本期净利润。",续亏,-34226500.0,2026-01-19
3468,603937,丽岛新材,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:3,100万元至4,300万元。",-37000000.0,8.11,"1、报告期内,子公司丽岛新能源(安徽)有限公司投资项目产能处于爬坡期,由于目前产销规模相对较小,产品单位成本较高,导致安徽子公司经营亏损,对净利润有影响。2、报告期内,公司计提资产减值损失等,影响本期净利润。3、报告期内,受宏观经济及相关市场竞争加剧影响,公司加工费有所下滑,影响本期净利润。4、报告期内,公司可转换债券产生利息费用,影响本期净利润。",续亏,-40266700.0,2026-01-19
3469,603326,我乐家居,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:15,000万元至17,000万元,同比上年增长:72.73%至95.76%,同比上年增长6,316.01万元至8,316.01万元。",160000000.0,84.245,"报告期内,公司坚定践行中高端品牌差异化战略,持续优化渠道布局与业务结构,全面推进零售体系建设,有效提升终端运营能力,经销业务实现稳健增长。同时,公司深化内部精益化管理,通过提升组织效能、强化费用管控等多重举措,推动运营效率持续改善,助力经营业绩稳步提升。",预增,86839900.0,2026-01-19
3470,603326,我乐家居,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:17,100万元至19,000万元,同比上年增长:40.78%至56.42%,同比上年增长4,953.39万元至6,853.39万元。",180500000.0,48.6,"报告期内,公司坚定践行中高端品牌差异化战略,持续优化渠道布局与业务结构,全面推进零售体系建设,有效提升终端运营能力,经销业务实现稳健增长。同时,公司深化内部精益化管理,通过提升组织效能、强化费用管控等多重举措,推动运营效率持续改善,助力经营业绩稳步提升。",预增,121466100.0,2026-01-19
3471,601456,国联民生,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:194,400万元,同比上年增长:410%左右,同比上年增长156,300万元。",1944000000.0,410.0,"报告期内,公司完成通过发行A股股份的方式收购民生证券股份有限公司(以下简称“民生证券”)控制权,平稳有序推进公司原有业务与民生证券相关业务的高效整合,并将其纳入财务报表合并范围。公司主动把握市场机遇,积极探索科技、金融与产业的深度融合,以“协同赋能”和“内生增长”为主线提升综合金融服务能力,证券投资、经纪及财富管理等业务条线实现显著增长,同时由于上年同期比较基数较小,本期经营业绩同比大幅提升。",预增,381000000.0,2026-01-19
3472,601456,国联民生,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:200,800万元,同比上年增长:406%左右,同比上年增长161,100万元。",2008000000.0,406.0,"报告期内,公司完成通过发行A股股份的方式收购民生证券股份有限公司(以下简称“民生证券”)控制权,平稳有序推进公司原有业务与民生证券相关业务的高效整合,并将其纳入财务报表合并范围。公司主动把握市场机遇,积极探索科技、金融与产业的深度融合,以“协同赋能”和“内生增长”为主线提升综合金融服务能力,证券投资、经纪及财富管理等业务条线实现显著增长,同时由于上年同期比较基数较小,本期经营业绩同比大幅提升。",预增,397000000.0,2026-01-19
3473,601012,隆基绿能,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:600,000万元至650,000万元。",-6250000000.0,27.48,"2025年,光伏行业供需错配、低价内卷式竞争持续,开工率维持低位,同时国内电力市场化改革不断深入,海外贸易壁垒持续加剧,光伏企业经营环境严峻复杂。四季度银浆、硅料成本大幅上涨,显著推升了硅片、电池及组件产品成本,使得企业经营进一步承压。受制于产品价格持续低迷和成本压力,2025年度公司经营业绩仍然亏损。报告期内,公司以高价值、场景化解决方案为核心塑造差异化竞争优势,凭借长期积累的领先产品、全球化渠道和品牌优势,组件产品市占率维持领先地位,高效BC二代产品良率达成预期,顺利规模化量产,出货量快速增长,贱金属替代银浆技术中试完成,开始规模化产能建设。同时,公司适应国际贸易形势调整优化全球业务布局,通过光储协同布局提升系统解决方案能力,持续推进组织提效,强化可持续发展韧性。",减亏,-8618000000.0,2026-01-19
3474,601012,隆基绿能,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:680,000万元至740,000万元。",-7100000000.0,18.83,"2025年,光伏行业供需错配、低价内卷式竞争持续,开工率维持低位,同时国内电力市场化改革不断深入,海外贸易壁垒持续加剧,光伏企业经营环境严峻复杂。四季度银浆、硅料成本大幅上涨,显著推升了硅片、电池及组件产品成本,使得企业经营进一步承压。受制于产品价格持续低迷和成本压力,2025年度公司经营业绩仍然亏损。报告期内,公司以高价值、场景化解决方案为核心塑造差异化竞争优势,凭借长期积累的领先产品、全球化渠道和品牌优势,组件产品市占率维持领先地位,高效BC二代产品良率达成预期,顺利规模化量产,出货量快速增长,贱金属替代银浆技术中试完成,开始规模化产能建设。同时,公司适应国际贸易形势调整优化全球业务布局,通过光储协同布局提升系统解决方案能力,持续推进组织提效,强化可持续发展韧性。",减亏,-8747000000.0,2026-01-19
3475,600996,贵广网络,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:107,000万元至135,000万元。",-1210000000.0,-11.6,"公司预计2025年度归属于上市公司股东的净利润出现亏损,主要原因是市场竞争加剧行业下行整体态势未得到根本扭转,同时公司对工程项目回款保障要求更加严格审慎,导致信息化工程、数据传输、广播电视安装等工程项目大幅减少,且公司资产折旧、摊销等固定成本,以及应收账款余额较大,信用减值损失、财务费用依然较高。",续亏,-1084247000.0,2026-01-19
3476,600996,贵广网络,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:115,000万元至143,000万元。",-1290000000.0,-8.015,"公司预计2025年度归属于上市公司股东的净利润出现亏损,主要原因是市场竞争加剧行业下行整体态势未得到根本扭转,同时公司对工程项目回款保障要求更加严格审慎,导致信息化工程、数据传输、广播电视安装等工程项目大幅减少,且公司资产折旧、摊销等固定成本,以及应收账款余额较大,信用减值损失、财务费用依然较高。",续亏,-1194266100.0,2026-01-19
3477,600732,爱旭股份,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:160,000万元至230,000万元。",-1950000000.0,64.885,"报告期内,得益于公司ABC组件高功率、高价值、高安全性的市场优势,2025年ABC组件销售量同比实现翻倍以上增长,国内外市场的占有率和知名度均持续提升。然而受行业结构性产能过剩影响,供需失衡状况仍未显著改善,主要产品价格持续处于相对低位,以及2025年下半年上游原材料价格持续上涨而下游组件价格传导不畅,导致公司全年经营承压,业绩亏损,但亏损幅度较上年显著收窄。公司坚持技术引领和产品创新,不断提升运营质量,报告期内经营性现金流、制造成本、组件销售毛利率、资产减值同比均有明显改善,2026年公司将继续深耕全球高价值市场,持续优化成本并提升营销能力,力争在2026年取得经营成果的大幅改善。",减亏,-5552798900.0,2026-01-19
3478,600732,爱旭股份,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:120,000万元至190,000万元。",-1550000000.0,70.86,"报告期内,得益于公司ABC组件高功率、高价值、高安全性的市场优势,2025年ABC组件销售量同比实现翻倍以上增长,国内外市场的占有率和知名度均持续提升。然而受行业结构性产能过剩影响,供需失衡状况仍未显著改善,主要产品价格持续处于相对低位,以及2025年下半年上游原材料价格持续上涨而下游组件价格传导不畅,导致公司全年经营承压,业绩亏损,但亏损幅度较上年显著收窄。公司坚持技术引领和产品创新,不断提升运营质量,报告期内经营性现金流、制造成本、组件销售毛利率、资产减值同比均有明显改善,2026年公司将继续深耕全球高价值市场,持续优化成本并提升营销能力,力争在2026年取得经营成果的大幅改善。",减亏,-5319431900.0,2026-01-19
3479,600665,天地源,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:90,000万元至135,000万元。",-1125000000.0,-10.3,"(一)报告期内,受整体房地产行情影响,公司部分房地产项目存货出现减值迹象。公司根据项目所处区域及城市的市场环境、产品结构等情况,按照会计1www.tande.cn Tande.Co.,Ltd.准则相关规定,对存货可变现净值进行测试后,拟对部分存货计提减值准备。(二)报告期内,受公司房地产项目销售及结转影响,本报告期营业收入规模降低,对应毛利贡献减少。(三)随着公司存量房地产项目逐步竣工交付,公司在开发的、符合利息资本化条件的项目数量减少,导致本报告期资本化利息减少、费用化利息增加。",续亏,-1019943800.0,2026-01-19
3480,600665,天地源,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:91,500万元至136,500万元。",-1140000000.0,-2.61,"(一)报告期内,受整体房地产行情影响,公司部分房地产项目存货出现减值迹象。公司根据项目所处区域及城市的市场环境、产品结构等情况,按照会计1www.tande.cn Tande.Co.,Ltd.准则相关规定,对存货可变现净值进行测试后,拟对部分存货计提减值准备。(二)报告期内,受公司房地产项目销售及结转影响,本报告期营业收入规模降低,对应毛利贡献减少。(三)随着公司存量房地产项目逐步竣工交付,公司在开发的、符合利息资本化条件的项目数量减少,导致本报告期资本化利息减少、费用化利息增加。",续亏,-1110986500.0,2026-01-19
3481,600438,通威股份,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:900,000万元至1,000,000万元。",-9500000000.0,-34.615,"报告期内,光伏新增装机规模总体维持同比增长,但下半年明显放缓,行业阶段性供应过剩问题尚未缓解,产业链各环节开工率下行,白银等部分核心原材料价格持续上涨,产品价格同比继续下跌,行业经营压力仍然显著。公司报告期内经营性导致归属上市公司所有者的净利润亏损约75-80亿元,同比去年经营性增加亏损约12-17亿元。其中,公司工业硅业务在2025年受产能投产爬坡调试以及产品市场价格持续低迷影响,导致公司归属上市公司所有者的净利润亏损同比加剧约9亿元;多晶硅业务虽全年销量及销售均价同比下滑,但公司通过动态优化开工率、持续精进生产工艺、深度挖掘降本潜力,伴随三季度多晶硅价格提升,下半年公司已实现经营性盈利,全年实现同比减亏约6亿元;电池及组件业务销售均价受市场行情影响进一步下跌,硅片-电池-组件业务合计导致公司归属上市公司所有者的净利润亏损同比加剧约12亿元;光伏电站、饲料及产业链业务稳健经营,持续为公司贡献利润。此外,基于会计准则要求及谨慎性考虑,报告期内公司计提长期资产减值合计约15-20亿元,同比增加约7-12亿元。其中主要系技术迭代、市场需求变化等因素影响,公司对电池及组件业务计提部分长期资产减值;受政策及市场因素变化,公司对部分光伏电站业务计提长期资产减值约10亿元。虽然目前行业尚在周期底部,但公司坚信光伏行业拥有广阔的发展空间,并持续坚持技术研发,降本增效,做好风险管控;公司技术、成本、管理等核心竞争力仍然领先;在手现金充裕,能有效应对市场波动。",增亏,-7057000000.0,2026-01-19
3482,600438,通威股份,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:900,000万元至1,000,000万元。",-9500000000.0,-34.965,"报告期内,光伏新增装机规模总体维持同比增长,但下半年明显放缓,行业阶段性供应过剩问题尚未缓解,产业链各环节开工率下行,白银等部分核心原材料价格持续上涨,产品价格同比继续下跌,行业经营压力仍然显著。公司报告期内经营性导致归属上市公司所有者的净利润亏损约75-80亿元,同比去年经营性增加亏损约12-17亿元。其中,公司工业硅业务在2025年受产能投产爬坡调试以及产品市场价格持续低迷影响,导致公司归属上市公司所有者的净利润亏损同比加剧约9亿元;多晶硅业务虽全年销量及销售均价同比下滑,但公司通过动态优化开工率、持续精进生产工艺、深度挖掘降本潜力,伴随三季度多晶硅价格提升,下半年公司已实现经营性盈利,全年实现同比减亏约6亿元;电池及组件业务销售均价受市场行情影响进一步下跌,硅片-电池-组件业务合计导致公司归属上市公司所有者的净利润亏损同比加剧约12亿元;光伏电站、饲料及产业链业务稳健经营,持续为公司贡献利润。此外,基于会计准则要求及谨慎性考虑,报告期内公司计提长期资产减值合计约15-20亿元,同比增加约7-12亿元。其中主要系技术迭代、市场需求变化等因素影响,公司对电池及组件业务计提部分长期资产减值;受政策及市场因素变化,公司对部分光伏电站业务计提长期资产减值约10亿元。虽然目前行业尚在周期底部,但公司坚信光伏行业拥有广阔的发展空间,并持续坚持技术研发,降本增效,做好风险管控;公司技术、成本、管理等核心竞争力仍然领先;在手现金充裕,能有效应对市场波动。",增亏,-7039000000.0,2026-01-19
3483,301367,瑞迈特,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:12,850万元至16,400万元,同比上年增长:38.97%至77.37%。",146250000.0,58.17,"公司预计2025年度归属于上市公司股东的净利润为19,000万元-23,500万元,相比上年同期上涨22.28%-51.24%,2025年度扣除非经常性损益后的净利润为12,850万元-16,400万元,相比上年同期上涨38.97%-77.37%,主要是由于本年营业收入增长所致,海外美国市场去库存影响已消退,本年北美地区收入相比上年大幅增长。",预增,92463400.0,2026-01-19
3484,301367,瑞迈特,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:19,000万元至23,500万元,同比上年增长:22.28%至51.24%。",212500000.0,36.76,"公司预计2025年度归属于上市公司股东的净利润为19,000万元-23,500万元,相比上年同期上涨22.28%-51.24%,2025年度扣除非经常性损益后的净利润为12,850万元-16,400万元,相比上年同期上涨38.97%-77.37%,主要是由于本年营业收入增长所致,海外美国市场去库存影响已消退,本年北美地区收入相比上年大幅增长。",预增,155382200.0,2026-01-19
3485,301367,瑞迈特,营业收入,"预计2025年1-12月营业收入:108,000万元至120,000万元。",1140000000.0,35.155,"公司预计2025年度归属于上市公司股东的净利润为19,000万元-23,500万元,相比上年同期上涨22.28%-51.24%,2025年度扣除非经常性损益后的净利润为12,850万元-16,400万元,相比上年同期上涨38.97%-77.37%,主要是由于本年营业收入增长所致,海外美国市场去库存影响已消退,本年北美地区收入相比上年大幅增长。",略增,843479800.0,2026-01-19
3486,301358,湖南裕能,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:115,000万元至140,000万元,同比上年增长:93.75%至135.87%。",1275000000.0,114.81,"预计公司2025年度归属于上市公司股东的净利润较去年同期增长93.75%至135.87%,主要原因为:新能源汽车及储能市场快速发展,带动锂电池正极材料需求增长,且出现了结构性供应紧缺,公司磷酸盐正极材料产品销量随之大幅增长,尤其是公司新产品精准契合下游市场对锂电池更高能量密度、更强快充性能、更大电芯容量的升级要求。2025年下半年,主要原材料碳酸锂价格回升,加上公司一体化布局持续推进,成本管控卓有成效,整体盈利能力有所提升。",预增,593552100.0,2026-01-19
3487,301358,湖南裕能,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:110,000万元至135,000万元,同比上年增长:92.88%至136.72%。",1225000000.0,114.8,"预计公司2025年度归属于上市公司股东的净利润较去年同期增长93.75%至135.87%,主要原因为:新能源汽车及储能市场快速发展,带动锂电池正极材料需求增长,且出现了结构性供应紧缺,公司磷酸盐正极材料产品销量随之大幅增长,尤其是公司新产品精准契合下游市场对锂电池更高能量密度、更强快充性能、更大电芯容量的升级要求。2025年下半年,主要原材料碳酸锂价格回升,加上公司一体化布局持续推进,成本管控卓有成效,整体盈利能力有所提升。",预增,570299900.0,2026-01-19
3488,301300,远翔新材,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:8,400万元至9,900万元,同比上年增长:75.62%至106.98%。",91500000.0,91.3,"预计2025年度公司归属于上市公司股东的净利润较去年同期上升的主要原因是:公司持续推进技术创新,优化产品结构,产销量进一步提升,加上主要原材料价格下行,使得单位生产成本下降,产品毛利率上升。",预增,47830100.0,2026-01-19
3489,301300,远翔新材,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:8,500万元至10,000万元,同比上年增长:76.27%至107.37%。",92500000.0,91.82,"预计2025年度公司归属于上市公司股东的净利润较去年同期上升的主要原因是:公司持续推进技术创新,优化产品结构,产销量进一步提升,加上主要原材料价格下行,使得单位生产成本下降,产品毛利率上升。",预增,48222400.0,2026-01-19
3490,301232,飞沃科技,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:3,200万元至4,500万元,同比上年增长:120.74%至129.17%。",38500000.0,124.955,"2025年公司预计实现营业收入25亿元,归属于上市公司股东的净利润及扣除非经常性损益后的净利润均实现了扭亏为盈。本次业绩改善得益于多重因素的共同作用:首先,我国风电新增并网装机量显著增长,行业景气度持续攀升,下游客户需求旺盛,有效推动了公司风电紧固件销量的大幅提升;其次,2024年下半年风机招标价格趋于稳定并有所回升,公司与客户协商调整了部分产品价格,进而促进了销售单价的上涨;与此同时,公司通过提升设备自动化水平、优化生产工艺、推行精益管理等多项措施,进一步降低了单位产品的生产成本。综上所述,在销量增长、售价提升及成本下降等多重因素的共同作用下,公司业绩最终实现了显著改善。",扭亏,-154291600.0,2026-01-19
3491,301232,飞沃科技,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:3,200万元至4,500万元,同比上年增长:120.34%至128.6%。",38500000.0,124.47,"2025年公司预计实现营业收入25亿元,归属于上市公司股东的净利润及扣除非经常性损益后的净利润均实现了扭亏为盈。本次业绩改善得益于多重因素的共同作用:首先,我国风电新增并网装机量显著增长,行业景气度持续攀升,下游客户需求旺盛,有效推动了公司风电紧固件销量的大幅提升;其次,2024年下半年风机招标价格趋于稳定并有所回升,公司与客户协商调整了部分产品价格,进而促进了销售单价的上涨;与此同时,公司通过提升设备自动化水平、优化生产工艺、推行精益管理等多项措施,进一步降低了单位产品的生产成本。综上所述,在销量增长、售价提升及成本下降等多重因素的共同作用下,公司业绩最终实现了显著改善。",扭亏,-157342300.0,2026-01-19
3492,301035,润丰股份,营业收入,"预计2025年1-12月营业收入:1,455,000万元至1,475,000万元,同比上年增长:9.43%至10.93%。",14650000000.0,10.18,"报告期内,受益于公司战略规划明确的四个成长方向均推进顺利,公司毛利率同比持续提升,带动公司业绩同比上涨。",略增,13296203400.0,2026-01-19
3493,301035,润丰股份,每股收益,"预计2025年1-12月每股收益盈利:3.7元至4.2元,同比上年增长:129.81%至160.87%。",3.95,145.34,"报告期内,受益于公司战略规划明确的四个成长方向均推进顺利,公司毛利率同比持续提升,带动公司业绩同比上涨。",预增,1.61,2026-01-19
3494,301035,润丰股份,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:105,000万元至119,000万元,同比上年增长:125.45%至155.51%。",1120000000.0,140.48,"报告期内,受益于公司战略规划明确的四个成长方向均推进顺利,公司毛利率同比持续提升,带动公司业绩同比上涨。",预增,465738900.0,2026-01-19
3495,301035,润丰股份,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:103,000万元至117,000万元,同比上年增长:128.85%至159.95%。",1100000000.0,144.4,"报告期内,受益于公司战略规划明确的四个成长方向均推进顺利,公司毛利率同比持续提升,带动公司业绩同比上涨。",预增,450082500.0,2026-01-19
3496,300518,新迅达,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:9,200万元至12,900万元。",-110500000.0,66.34,"2025年度,公司预计净利润出现亏损,主要系计提资产减值准备所致。",减亏,-328281000.0,2026-01-19
3497,300518,新迅达,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:8,900万元至12,600万元。",-107500000.0,66.0,"2025年度,公司预计净利润出现亏损,主要系计提资产减值准备所致。",减亏,-316193700.0,2026-01-19
3498,300310,宜通世纪,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:800万元至1,200万元。",10000000.0,132.95,"预计公司2025年归属上市公司股东的净利润约为800万元至1,200万元。业绩变动的主要原因如下:1、报告期内,尽管公司营业收入较上年同期略有下降,但公司持续强化成本管控意识,积极落实一系列切实有效的降本增效措施,成功实现毛利率的稳步提升,从而对整体利润水平产生了积极影响。2、报告期内,公司严控期间费用,使得销售费用、管理费用同比均有所下降;同时,信用减值损失、资产减值损失及营业外支出亦较上年同期明显改善。上述积极因素共同作用,为公司当期盈利水平的提升提供了有力支撑。",扭亏,-30349900.0,2026-01-19
3499,300310,宜通世纪,扣除非经常性损益后的净利润,预计2025年1-12月扣除非经常性损益后的净利润盈利:500万元至700万元。,6000000.0,107.765,"预计公司2025年归属上市公司股东的净利润约为800万元至1,200万元。业绩变动的主要原因如下:1、报告期内,尽管公司营业收入较上年同期略有下降,但公司持续强化成本管控意识,积极落实一系列切实有效的降本增效措施,成功实现毛利率的稳步提升,从而对整体利润水平产生了积极影响。2、报告期内,公司严控期间费用,使得销售费用、管理费用同比均有所下降;同时,信用减值损失、资产减值损失及营业外支出亦较上年同期明显改善。上述积极因素共同作用,为公司当期盈利水平的提升提供了有力支撑。",扭亏,-77278100.0,2026-01-19
3500,300206,理邦仪器,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:28,369.15万元至33,232.43万元,同比上年增长:75%至105%。",308007900.0,90.0,"1、报告期内,在董事会和管理层的引领下,公司继续围绕“创新性、平台型、国际化”的发展战略,全面推进各项工作。公司稳步推进海外制造战略,持续优化营销体系,加快海外本地化建设,进一步完善了全球业务布局,提升了海外市场的服务能力;2025年公司总体营业收入稳步增长,尤其是国际市场保持两位数的增长,其中病人监护、超声影像业务增长比较明显。2、报告期内,公司聚焦经营管理水平提升,深耕精细化运营,在提质增效的目标导向下,营销费用与研发费用均实现有效降低。3、报告期内,公司非经常性损益对净利润影响预计为1,400万元左右,主要为政府补助,较上年同期减少400万元左右。",预增,162109400.0,2026-01-19
3501,300206,理邦仪器,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:27,294.31万元至31,603.94万元,同比上年增长:90%至120%。",294491250.0,105.0,"1、报告期内,在董事会和管理层的引领下,公司继续围绕“创新性、平台型、国际化”的发展战略,全面推进各项工作。公司稳步推进海外制造战略,持续优化营销体系,加快海外本地化建设,进一步完善了全球业务布局,提升了海外市场的服务能力;2025年公司总体营业收入稳步增长,尤其是国际市场保持两位数的增长,其中病人监护、超声影像业务增长比较明显。2、报告期内,公司聚焦经营管理水平提升,深耕精细化运营,在提质增效的目标导向下,营销费用与研发费用均实现有效降低。3、报告期内,公司非经常性损益对净利润影响预计为1,400万元左右,主要为政府补助,较上年同期减少400万元左右。",预增,143654300.0,2026-01-19
