序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
1683,002006,精工科技,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:15,818万元至20,818万元,同比上年增长:22.48%至61.19%。",183180000.0,41.835,"2025年度归属于上市公司股东的净利润与上年同期相比增长较快,主要原因为:2025年期间公司核心产业碳纤维装备的市场拓展成果良好,预计2025年全年碳纤维装备产品的销售收入同比增长60%以上;同时,碳纤维装备产品的盈利能力相对较好,从而带动了公司2025年度整体经营业绩的较快提升。",预增,129150100.0,2026-01-17
1684,001317,三羊马,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:700万元至1,000万元。",-8500000.0,-198.925,"1、全资子公司重庆主元多式联运有限公司在建工程转固,增加折旧费用及运营成本;2、国内业务方面:受部分客户招标环节成本控制要求等因素影响,毛利率出现阶段性下降;3、国际业务方面:部分新拓展业务尚处于市场培育期,受地缘政治等外部因素影响,短期业绩未达预期。",首亏,8592400.0,2026-01-17
1685,001317,三羊马,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:1,100万元至1,300万元。",-12000000.0,-393.64,"1、全资子公司重庆主元多式联运有限公司在建工程转固,增加折旧费用及运营成本;2、国内业务方面:受部分客户招标环节成本控制要求等因素影响,毛利率出现阶段性下降;3、国际业务方面:部分新拓展业务尚处于市场培育期,受地缘政治等外部因素影响,短期业绩未达预期。",首亏,4086700.0,2026-01-17
1686,001317,三羊马,每股收益,预计2025年1-12月每股收益亏损:0.08元至0.12元。,-0.1,,"1、全资子公司重庆主元多式联运有限公司在建工程转固,增加折旧费用及运营成本;2、国内业务方面:受部分客户招标环节成本控制要求等因素影响,毛利率出现阶段性下降;3、国际业务方面:部分新拓展业务尚处于市场培育期,受地缘政治等外部因素影响,短期业绩未达预期。",首亏,0.11,2026-01-17
1687,000980,众泰汽车,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润为负值,2025年年度经营业绩仍为亏损状态。",,,,续亏,-1000463258.24,2026-01-17
1688,000868,安凯客车,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:9,000万元至10,000万元。",-95000000.0,-72.945,"公司预计2025年度归属于上市公司股东的净利润为负值,业绩变动的主要原因为:市场竞争激烈导致产品综合毛利率下降、专项计提存量未收回补贴减值损失。",增亏,-54931000.0,2026-01-17
1689,000868,安凯客车,每股收益,预计2025年1-12月每股收益亏损:0.05元至0.06元。,-0.055,,"公司预计2025年度归属于上市公司股东的净利润为负值,业绩变动的主要原因为:市场竞争激烈导致产品综合毛利率下降、专项计提存量未收回补贴减值损失。",首亏,0.01,2026-01-17
1690,000868,安凯客车,扣除后营业收入,"预计2025年1-12月扣除后营业收入:330,000万元至340,000万元。",3350000000.0,,"公司预计2025年度归属于上市公司股东的净利润为负值,业绩变动的主要原因为:市场竞争激烈导致产品综合毛利率下降、专项计提存量未收回补贴减值损失。",略增,2700027000.0,2026-01-17
1691,000868,安凯客车,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:5,000万元至6,000万元。",-55000000.0,-755.39,"公司预计2025年度归属于上市公司股东的净利润为负值,业绩变动的主要原因为:市场竞争激烈导致产品综合毛利率下降、专项计提存量未收回补贴减值损失。",首亏,8392000.0,2026-01-17
1692,000868,安凯客车,营业收入,"预计2025年1-12月营业收入:340,000万元至350,000万元。",3450000000.0,26.135,"公司预计2025年度归属于上市公司股东的净利润为负值,业绩变动的主要原因为:市场竞争激烈导致产品综合毛利率下降、专项计提存量未收回补贴减值损失。",略增,2735154200.0,2026-01-17
1693,000151,中成股份,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:4,000万元至6,000万元。",-50000000.0,83.465,"公司预计2025年度归属于上市公司股东的净利润与上年同期相比实现扭亏为盈,扣除非经常性损益后的净利润与上年同期相比大幅减亏,主要原因:公司主要工程承包项目稳步推进,主营业务盈利能力较上年同期有所提升;公司加强费用管控,期间费用较上年同期减少;按照金融工具准则相关规定,报告期内计提的减值准备较上年同期减少;天津市北辰区土地整理中心对公司的国有土地实施收储,公司报告期内确认相关收益。",减亏,-302430000.0,2026-01-17
1694,000151,中成股份,每股收益,预计2025年1-12月每股收益盈利:0.8181元至1.2271元。,1.0226,,"公司预计2025年度归属于上市公司股东的净利润与上年同期相比实现扭亏为盈,扣除非经常性损益后的净利润与上年同期相比大幅减亏,主要原因:公司主要工程承包项目稳步推进,主营业务盈利能力较上年同期有所提升;公司加强费用管控,期间费用较上年同期减少;按照金融工具准则相关规定,报告期内计提的减值准备较上年同期减少;天津市北辰区土地整理中心对公司的国有土地实施收储,公司报告期内确认相关收益。",扭亏,-0.9057,2026-01-17
1695,000151,中成股份,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:27,600万元至41,400万元。",345000000.0,212.915,"公司预计2025年度归属于上市公司股东的净利润与上年同期相比实现扭亏为盈,扣除非经常性损益后的净利润与上年同期相比大幅减亏,主要原因:公司主要工程承包项目稳步推进,主营业务盈利能力较上年同期有所提升;公司加强费用管控,期间费用较上年同期减少;按照金融工具准则相关规定,报告期内计提的减值准备较上年同期减少;天津市北辰区土地整理中心对公司的国有土地实施收储,公司报告期内确认相关收益。",扭亏,-305540000.0,2026-01-17
1696,920476,海能技术,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:4,100万元至4,400万元,同比上年增长:213.65%至236.61%。",42500000.0,225.13,"报告期内,预计归属于上市公司股东的净利润同比大幅增长,主要原因系:1、报告期内,行业市场需求整体回暖,高端仪器国产制造趋势显著、设备更新政策逐步落地,公司在新材料、新能源、制药等领域增长较快。报告期内,预计实现营业收入约3.62亿元,同比增长约16.77%,各系列产品收入均实现增长。2、公司基于对行业长期发展的信心,近年来在产品研发、市场拓展、品牌提升等方面保持持续投入,推出了有机元素分析仪、液相色谱仪等高端仪器产品,在高端仪器智能化、数字化方面取得较快进展,客户和市场认可度不断提高,相关产品收入取得较好增长。3、业绩预告期间,公司完善数字化管理系统应用,推进精益管理,不断提升运营效率,在整体毛利率水平保持稳定的情况下,公司整体盈利能力显著提高。",预增,13071700.0,2026-01-16
1697,900920,动力B股,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:275,200万元至285,200万元。",2802000000.0,240.17,"公司全资子公司上汽红岩汽车有限公司(以下简称:上汽红岩)因资不抵债,重庆市第五中级人民法院于2025年7月裁定受理了对上汽红岩的重整申请,并于2025年12月12日裁定批准了上汽红岩重整计划(详见公司在上海证券交易所网站披露的相关公告)。自2025年12月起,上汽红岩财务报表不再纳入本公司的合并报表范围;经初步测算,本次上汽红岩不再纳入公司合并范围事项由此产生的一次性股权处置收益约为33.67亿元至34.67亿元,占本公司2024年度经审计归属于上市公司股东的净利润绝对值的比例约为168%至173%,是公司2025年度净利润扭亏为盈的主要原因。2025年,公司发动机实现销售17.83万台,同比增长22.32%,发动机业务快速增长,但因上汽红岩2025年度并表期间亏损,且股权处置收益属于非经常性损益,故公司归属于上市公司股东的扣除非经常性损益的净利润预计为-8.43亿元至-6.43亿元。",扭亏,-1998976200.0,2026-01-16
1698,900920,动力B股,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:64,300万元至84,300万元。",-743000000.0,64.94,"公司全资子公司上汽红岩汽车有限公司(以下简称:上汽红岩)因资不抵债,重庆市第五中级人民法院于2025年7月裁定受理了对上汽红岩的重整申请,并于2025年12月12日裁定批准了上汽红岩重整计划(详见公司在上海证券交易所网站披露的相关公告)。自2025年12月起,上汽红岩财务报表不再纳入本公司的合并报表范围;经初步测算,本次上汽红岩不再纳入公司合并范围事项由此产生的一次性股权处置收益约为33.67亿元至34.67亿元,占本公司2024年度经审计归属于上市公司股东的净利润绝对值的比例约为168%至173%,是公司2025年度净利润扭亏为盈的主要原因。2025年,公司发动机实现销售17.83万台,同比增长22.32%,发动机业务快速增长,但因上汽红岩2025年度并表期间亏损,且股权处置收益属于非经常性损益,故公司归属于上市公司股东的扣除非经常性损益的净利润预计为-8.43亿元至-6.43亿元。",减亏,-2119215100.0,2026-01-16
1699,688712,北芯生命,营业收入,"预计2025年1-12月营业收入:52,000万元至56,000万元,同比上年增长:64.24%至76.88%。",540000000.0,70.56,"相较于2025年前三季度,2025年第四季度归属于母公司所有者的净利润、扣除非经常性损益后归属于母公司所有者的净利润环比增长幅度预计将有所下降,主要系公司为支持中长期业务发展与全球化布局,在第四季度主动加大了在组织团队、产品准入及学术推广等方面的资源投入,具体包括:(1)根据市场开拓及研发需求,一方面公司从三季度末开始逐步组建专职外周IVUS营销团队,拓展国际营销团队,另一方面根据未来研发规划,公司陆续招聘算法、软/硬件、导管研发等高层次人员,第四季度人员薪酬及招聘费用较前三季度有所增长;(2)外周IVUS、延长导管及无线压力微导管等产品将在四季度开展欧盟MDR认证注册工作,预计将增加第四季度研发支出;(3)基于前三季度自办学术活动取得的良好成效,公司计划在第四季度扩大活动规模以进一步巩固和提升品牌影响力;同时,为配合国际市场的拓展,公司正逐步加大海外市场的宣传推广力度。因此,第四季度各类市场活动费用预计将环比增长。受益于公司主要产品商业化的持续推进及IVUS带量采购后销售规模持续快速增长,2025年公司营业收入较上年大幅增加。随着销售收入的快速增长,成本及期间费用的稳步控制,2025年归属于母公司所有者的净利润、扣除非经常性损益后归属于母公司所有者的净利润均较上年增加较多,盈利能力大幅提升,实现盈利。",预增,316604337.77,2026-01-16
1700,688712,北芯生命,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:7,800万元至8,800万元,同比上年增长:278.91%至301.85%。",83000000.0,290.38,"相较于2025年前三季度,2025年第四季度归属于母公司所有者的净利润、扣除非经常性损益后归属于母公司所有者的净利润环比增长幅度预计将有所下降,主要系公司为支持中长期业务发展与全球化布局,在第四季度主动加大了在组织团队、产品准入及学术推广等方面的资源投入,具体包括:(1)根据市场开拓及研发需求,一方面公司从三季度末开始逐步组建专职外周IVUS营销团队,拓展国际营销团队,另一方面根据未来研发规划,公司陆续招聘算法、软/硬件、导管研发等高层次人员,第四季度人员薪酬及招聘费用较前三季度有所增长;(2)外周IVUS、延长导管及无线压力微导管等产品将在四季度开展欧盟MDR认证注册工作,预计将增加第四季度研发支出;(3)基于前三季度自办学术活动取得的良好成效,公司计划在第四季度扩大活动规模以进一步巩固和提升品牌影响力;同时,为配合国际市场的拓展,公司正逐步加大海外市场的宣传推广力度。因此,第四季度各类市场活动费用预计将环比增长。受益于公司主要产品商业化的持续推进及IVUS带量采购后销售规模持续快速增长,2025年公司营业收入较上年大幅增加。随着销售收入的快速增长,成本及期间费用的稳步控制,2025年归属于母公司所有者的净利润、扣除非经常性损益后归属于母公司所有者的净利润均较上年增加较多,盈利能力大幅提升,实现盈利。",扭亏,-43596193.09,2026-01-16
1701,688712,北芯生命,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:6,200万元至7,200万元,同比上年增长:198.5%至214.39%。",67000000.0,206.445,"相较于2025年前三季度,2025年第四季度归属于母公司所有者的净利润、扣除非经常性损益后归属于母公司所有者的净利润环比增长幅度预计将有所下降,主要系公司为支持中长期业务发展与全球化布局,在第四季度主动加大了在组织团队、产品准入及学术推广等方面的资源投入,具体包括:(1)根据市场开拓及研发需求,一方面公司从三季度末开始逐步组建专职外周IVUS营销团队,拓展国际营销团队,另一方面根据未来研发规划,公司陆续招聘算法、软/硬件、导管研发等高层次人员,第四季度人员薪酬及招聘费用较前三季度有所增长;(2)外周IVUS、延长导管及无线压力微导管等产品将在四季度开展欧盟MDR认证注册工作,预计将增加第四季度研发支出;(3)基于前三季度自办学术活动取得的良好成效,公司计划在第四季度扩大活动规模以进一步巩固和提升品牌影响力;同时,为配合国际市场的拓展,公司正逐步加大海外市场的宣传推广力度。因此,第四季度各类市场活动费用预计将环比增长。受益于公司主要产品商业化的持续推进及IVUS带量采购后销售规模持续快速增长,2025年公司营业收入较上年大幅增加。随着销售收入的快速增长,成本及期间费用的稳步控制,2025年归属于母公司所有者的净利润、扣除非经常性损益后归属于母公司所有者的净利润均较上年增加较多,盈利能力大幅提升,实现盈利。",扭亏,-62940959.34,2026-01-16
1702,688690,纳微科技,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:11,200万元至12,800万元,同比上年增长:70.02%至94.31%,同比上年增长4,600万元至6,200万元。",120000000.0,82.165,"本年度公司在生物制药主业实施“3+2”(聚焦多肽、双抗/ADC、血制品等三个热点行业,拉动业绩增长;关注疫苗、小核酸等细分增长领域,捕捉新机会)市场发展策略,通过重磅产品的技术创新、重点产品的质量提升来巩固竞争优势,扩大存量市场份额,抓住增量市场机会。核心业务中色谱填料和层析介质产品本年度销售收入实现约23%的增长,液相色谱柱及样品前处理产品本年度销售收入实现约32%的增长。公司持续加大国际市场拓展力度,加快海外市场布局,完善海外营销体系,加强海外销售力量,增加与战略合作伙伴的合作,提升填料产品导入海外客户的应用机会。本年度公司实现国际业务收入约8,400万元,同比增长约79%。本年度摊销的股份支付费用约4,640万元。",预增,65873700.0,2026-01-16
1703,688690,纳微科技,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:12,800万元至14,500万元,同比上年增长:54.51%至75.03%,同比上年增长4,500万元至6,200万元。",136500000.0,64.77,"本年度公司在生物制药主业实施“3+2”(聚焦多肽、双抗/ADC、血制品等三个热点行业,拉动业绩增长;关注疫苗、小核酸等细分增长领域,捕捉新机会)市场发展策略,通过重磅产品的技术创新、重点产品的质量提升来巩固竞争优势,扩大存量市场份额,抓住增量市场机会。核心业务中色谱填料和层析介质产品本年度销售收入实现约23%的增长,液相色谱柱及样品前处理产品本年度销售收入实现约32%的增长。公司持续加大国际市场拓展力度,加快海外市场布局,完善海外营销体系,加强海外销售力量,增加与战略合作伙伴的合作,提升填料产品导入海外客户的应用机会。本年度公司实现国际业务收入约8,400万元,同比增长约79%。本年度摊销的股份支付费用约4,640万元。",预增,82843400.0,2026-01-16
1704,688690,纳微科技,营业收入,"预计2025年1-12月营业收入:91,800万元至93,000万元,同比上年增长:17.32%至18.86%,同比上年增长13,600万元至14,800万元。",924000000.0,18.09,"本年度公司在生物制药主业实施“3+2”(聚焦多肽、双抗/ADC、血制品等三个热点行业,拉动业绩增长;关注疫苗、小核酸等细分增长领域,捕捉新机会)市场发展策略,通过重磅产品的技术创新、重点产品的质量提升来巩固竞争优势,扩大存量市场份额,抓住增量市场机会。核心业务中色谱填料和层析介质产品本年度销售收入实现约23%的增长,液相色谱柱及样品前处理产品本年度销售收入实现约32%的增长。公司持续加大国际市场拓展力度,加快海外市场布局,完善海外营销体系,加强海外销售力量,增加与战略合作伙伴的合作,提升填料产品导入海外客户的应用机会。本年度公司实现国际业务收入约8,400万元,同比增长约79%。本年度摊销的股份支付费用约4,640万元。",略增,782456700.0,2026-01-16
1705,688216,气派科技,营业收入,"预计2025年1-12月营业收入约:76,000万元,同比上年增长:14.02%左右,同比上年增长9,343.75万元左右。",760000000.0,14.02,"(一)报告期内,全球半导体行业在消费电子回暖、新能源汽车市场扩容及AI+存储双主线驱动下,整体需求大幅攀升。公司紧抓行业机遇,在功率器件、先进封装等核心产品订单量同比显著增长,带动营业收入的增长。同时,公司产能利用率持续走高,单位固定成本有效摊薄,综合毛利率较上年同期有所改善。(二)报告期内,由于受到市场价格影响,公司销售价格不如预期,公司仍处于亏损状态。",略增,666562500.0,2026-01-16
1706,688216,气派科技,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损约:9,500万元,同比上年增长2,612.36万元左右。",-95000000.0,21.57,"(一)报告期内,全球半导体行业在消费电子回暖、新能源汽车市场扩容及AI+存储双主线驱动下,整体需求大幅攀升。公司紧抓行业机遇,在功率器件、先进封装等核心产品订单量同比显著增长,带动营业收入的增长。同时,公司产能利用率持续走高,单位固定成本有效摊薄,综合毛利率较上年同期有所改善。(二)报告期内,由于受到市场价格影响,公司销售价格不如预期,公司仍处于亏损状态。",减亏,-121123600.0,2026-01-16
1707,688216,气派科技,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损约:8,000万元,同比上年增长2,211.37万元左右。",-80000000.0,21.66,"(一)报告期内,全球半导体行业在消费电子回暖、新能源汽车市场扩容及AI+存储双主线驱动下,整体需求大幅攀升。公司紧抓行业机遇,在功率器件、先进封装等核心产品订单量同比显著增长,带动营业收入的增长。同时,公司产能利用率持续走高,单位固定成本有效摊薄,综合毛利率较上年同期有所改善。(二)报告期内,由于受到市场价格影响,公司销售价格不如预期,公司仍处于亏损状态。",减亏,-102113700.0,2026-01-16
1708,688117,圣诺生物,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:15,228.31万元至19,035.38万元,同比上年增长:204.42%至280.53%,同比上年增长10,225.93万元至14,033.01万元。",171318450.0,242.475,"报告期内,公司紧密围绕年度经营战略,推进在建产能落地的同时,持续开拓国内外市场,使得公司多肽原料药业务订单需求持续增长,带动公司整体业绩稳步提升,较上年同期业绩实现大幅增长,进一步增强公司在多肽医药市场的全球化竞争力。",预增,50023700.0,2026-01-16
1709,688117,圣诺生物,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:14,872.7万元至18,590.88万元,同比上年增长:226.07%至307.58%,同比上年增长10,311.46万元至14,029.64万元。",167317900.0,266.825,"报告期内,公司紧密围绕年度经营战略,推进在建产能落地的同时,持续开拓国内外市场,使得公司多肽原料药业务订单需求持续增长,带动公司整体业绩稳步提升,较上年同期业绩实现大幅增长,进一步增强公司在多肽医药市场的全球化竞争力。",预增,45612400.0,2026-01-16
1710,688103,国力电子,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:6,800万元至8,000万元,同比上年增长:124.89%至164.57%,同比上年增长3,776.24万元至4,976.24万元。",74000000.0,144.73,"2025年度,公司坚持特种业务和民品业务双线并进的发展战略,特种业务控制盒持续稳定交付,同时原有新能源板块(包含Y系列及民品控制盒)的市场份额持续扩大,实现战略转型的有效兑现。2025年,公司实现营业收入约13.27亿元,同比增长67.55%左右。2025年度,公司净利润增长的主要原因如下:(1)新能源汽车行业高景气度:下游市场需求持续增长,带动公司产品订单量显著提升;(2)核心产品收入快速增长:公司控制盒、继电器等核心产品销售收入同比增速较快,盈利能力增强;同时,公司在大科学工程及其它新兴应用领域的核心器件业务实现较大突破,相关产品的顺利交付成为利润增长的新增动力。(3)成本与费用管控优化:降本增效的效应显现,运营效率提升,进一步推动净利润增长。",预增,30237600.0,2026-01-16
1711,688103,国力电子,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:6,000万元至7,200万元,同比上年增长:228.22%至293.87%,同比上年增长4,171.98万元至5,371.98万元。",66000000.0,261.045,"2025年度,公司坚持特种业务和民品业务双线并进的发展战略,特种业务控制盒持续稳定交付,同时原有新能源板块(包含Y系列及民品控制盒)的市场份额持续扩大,实现战略转型的有效兑现。2025年,公司实现营业收入约13.27亿元,同比增长67.55%左右。2025年度,公司净利润增长的主要原因如下:(1)新能源汽车行业高景气度:下游市场需求持续增长,带动公司产品订单量显著提升;(2)核心产品收入快速增长:公司控制盒、继电器等核心产品销售收入同比增速较快,盈利能力增强;同时,公司在大科学工程及其它新兴应用领域的核心器件业务实现较大突破,相关产品的顺利交付成为利润增长的新增动力。(3)成本与费用管控优化:降本增效的效应显现,运营效率提升,进一步推动净利润增长。",预增,18280200.0,2026-01-16
1712,603993,洛阳钼业,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:2,000,000万元至2,080,000万元,同比上年增长:47.8%至53.71%,同比上年增长646,800万元至726,800万元。",20400000000.0,50.755,公司2025年业绩同比大幅上升的原因系公司主要产品量价齐升、运营成本有效管控。,预增,13532035000.0,2026-01-16
1713,603993,洛阳钼业,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:2,040,000万元至2,120,000万元,同比上年增长:55.5%至61.6%,同比上年增长728,100万元至808,100万元。",20800000000.0,58.55,公司2025年业绩同比大幅上升的原因系公司主要产品量价齐升、运营成本有效管控。,预增,13118825900.0,2026-01-16
1714,603955,大千生态,营业收入,"预计2025年1-12月营业收入:32,000万元至36,000万元。",340000000.0,196.48,"1、报告期内,公司新业务处于拓展阶段,品牌建设、市场推广及研发等前期投入较大。2、受限于地方财政支付等因素,报告期内工程业务回款较上年同期下降,导致坏账准备计提金额较上年同期大幅增加。",预增,114678500.0,2026-01-16
1715,603955,大千生态,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:10,500万元至12,500万元。",-115000000.0,-497.91,"1、报告期内,公司新业务处于拓展阶段,品牌建设、市场推广及研发等前期投入较大。2、受限于地方财政支付等因素,报告期内工程业务回款较上年同期下降,导致坏账准备计提金额较上年同期大幅增加。",首亏,28901100.0,2026-01-16
1716,603955,大千生态,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:10,000万元至12,000万元。",-110000000.0,-477.555,"1、报告期内,公司新业务处于拓展阶段,品牌建设、市场推广及研发等前期投入较大。2、受限于地方财政支付等因素,报告期内工程业务回款较上年同期下降,导致坏账准备计提金额较上年同期大幅增加。",首亏,29134600.0,2026-01-16
1717,603898,好莱客,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:500万元至750万元,同比上年下降:109.63%至114.44%,同比上年降低5,692.82万元至5,942.82万元。",-6250000.0,-112.035,"2025年度,家居消费市场延续承压态势,整体复苏节奏仍显缓慢,公司主营业务订单减少,同时叠加渠道结构变化,公司主营业务综合毛利率阶段性出现下降,对整体利润水平产生负面影响。",首亏,51928200.0,2026-01-16
1718,603898,好莱客,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:1,350万元至2,000万元,同比上年下降:75.16%至83.23%,同比上年降低6,052.1万元至6,702.1万元。",16750000.0,-79.195,"2025年度,家居消费市场延续承压态势,整体复苏节奏仍显缓慢,公司主营业务订单减少,同时叠加渠道结构变化,公司主营业务综合毛利率阶段性出现下降,对整体利润水平产生负面影响。",预减,80521000.0,2026-01-16
1719,603680,今创集团,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:56,000万元至64,000万元,同比上年增长:72.72%至97.39%,同比上年增长23,577万元至31,577万元。",600000000.0,85.055,"2025年,高铁动车配套业务交付量增加,产品结构发生变化,整体毛利率同比上升。基于上述原因,公司本期净利润较上年同期大幅增长。",预增,324226600.0,2026-01-16
1720,603680,今创集团,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:54,000万元至62,000万元,同比上年增长:78.77%至105.25%,同比上年增长23,793万元至31,793万元。",580000000.0,92.01,"2025年,高铁动车配套业务交付量增加,产品结构发生变化,整体毛利率同比上升。基于上述原因,公司本期净利润较上年同期大幅增长。",预增,302066100.0,2026-01-16
1721,603626,科森科技,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润亏损:24,500万元至33,000万元。",-287500000.0,39.705,"报告期内,公司业绩变动的主要原因:一是市场需求波动,订单未达预期,产能利用率处于较低水平;二是公司进行战略性布局调整,优化低毛利项目,导致库存报废及计提资产减值损失;三是公司为提升产品竞争力,研发费用持续保持较高投入,对公司净利润产生了一定影响。报告期内,非经常性损益主要系计入当期损益的政府补助及政府对公司全资子公司的土地、房屋及附属物等资产收回产生的收益。",减亏,-476830100.0,2026-01-16
1722,603626,科森科技,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润亏损:30,800万元至39,300万元。",-350500000.0,16.815,"报告期内,公司业绩变动的主要原因:一是市场需求波动,订单未达预期,产能利用率处于较低水平;二是公司进行战略性布局调整,优化低毛利项目,导致库存报废及计提资产减值损失;三是公司为提升产品竞争力,研发费用持续保持较高投入,对公司净利润产生了一定影响。报告期内,非经常性损益主要系计入当期损益的政府补助及政府对公司全资子公司的土地、房屋及附属物等资产收回产生的收益。",减亏,-421362700.0,2026-01-16
1723,603379,三美股份,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:199,038.46万元至214,961.54万元,同比上年增长:155.66%至176.11%,同比上年增长121,184.8万元至137,107.88万元。",2070000000.0,165.885,"(一)主营业务影响2025年,第二代氟制冷剂(HCFCs)生产配额进一步削减,第三代氟制冷剂(HFCs)继续实行生产配额管理,竞争格局持续优化,主流制冷剂品种的下游需求稳步增长,市场价格稳步上行。报告期内,公司氟制冷剂产品均价同比大幅上涨,营业收入及毛利率水平同步增长,盈利能力稳步提升。(二)非经营性损益影响预计公司2025年年度非经常性损益金额为1,570.00万元,主要包括政府补助、投资收益、资产处置损益等。预计非经常性损益合计比上年同期将减少1,434.04万元。",预增,778536600.0,2026-01-16
1724,603379,三美股份,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:197,468.46万元至213,391.54万元,同比上年增长:163.82%至185.09%,同比上年增长122,618.84万元至138,541.92万元。",2054300000.0,174.455,"(一)主营业务影响2025年,第二代氟制冷剂(HCFCs)生产配额进一步削减,第三代氟制冷剂(HFCs)继续实行生产配额管理,竞争格局持续优化,主流制冷剂品种的下游需求稳步增长,市场价格稳步上行。报告期内,公司氟制冷剂产品均价同比大幅上涨,营业收入及毛利率水平同步增长,盈利能力稳步提升。(二)非经营性损益影响预计公司2025年年度非经常性损益金额为1,570.00万元,主要包括政府补助、投资收益、资产处置损益等。预计非经常性损益合计比上年同期将减少1,434.04万元。",预增,748496200.0,2026-01-16
1725,603298,杭叉集团,归属于上市公司股东的净利润,"预计2025年1-12月归属于上市公司股东的净利润盈利:211,349.52万元至231,478.05万元,同比上年增长:5%至15%,同比上年增长10,064.26万元至30,192.79万元。",2214137850.0,10.0,"1、报告期内,公司充分把握市场需求增长契机,营业收入有较好增长叠加核心产品深厚的技术积淀与规模化生产优势,实现效益持续增长。2、电动叉车销量占比持续提升,产品结构进一步优化,高附加价值产品新能源叉车、大吨位叉车成为增长主力。3、公司在巩固传统欧美市场的基础上,加速拓展东南亚、巴西、中东等新兴市场,海外销售收入占比稳步提升,全球化战略成效显现。",略增,2012852600.0,2026-01-16
1726,603298,杭叉集团,扣除非经常性损益后的净利润,"预计2025年1-12月扣除非经常性损益后的净利润盈利:205,849.52万元至225,478.05万元,同比上年增长:4.99%至15.01%,同比上年增长9,792.15万元至29,420.68万元。",2156637850.0,10.0,"1、报告期内,公司充分把握市场需求增长契机,营业收入有较好增长叠加核心产品深厚的技术积淀与规模化生产优势,实现效益持续增长。2、电动叉车销量占比持续提升,产品结构进一步优化,高附加价值产品新能源叉车、大吨位叉车成为增长主力。3、公司在巩固传统欧美市场的基础上,加速拓展东南亚、巴西、中东等新兴市场,海外销售收入占比稳步提升,全球化战略成效显现。",略增,1960573700.0,2026-01-16
